[1409] \Global\Bouncer\Behaviour\Idle\Hangout
[765] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\Util\AttackRightsSpawn\AttackRightsAcquired
[725] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\DodgeFire
[726] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\Down
[727] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\Down\PeekUp
[767] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\WaitAfterBlindFire
[637] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire
[673] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\Dummy
[638] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp
[665] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic
[666] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[668] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[669] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[667] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
[662] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun
[663] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun
[664] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun\WaitAfterFiringCombatShotgun
[656] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher
[657] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher
[658] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher\WaitAfterFiringGrenadeLauncher
[670] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol
[671] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol\RangedAttackPistol
[672] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol\RangedAttackPistol\WaitAfterFiringPistol
[659] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun
[660] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun
[661] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
[648] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic
[649] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[651] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[652] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[650] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
[645] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun
[646] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun
[647] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun\WaitAfterFiringCombatShotgun
[639] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher
[640] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher
[641] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher\WaitAfterFiringGrenadeLauncher
[653] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol
[654] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol\RangedAttackPistol
[655] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol\RangedAttackPistol\WaitAfterFiringPistol
[642] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun
[643] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun\RangedAttackShotgun
[644] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
[675] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\Util\AttackRightsSpawn\AlwaysMiss
[674] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Fire\RangedAttack\Util\AttackRightsSpawn\AttackRightsAcquired
[636] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\PopOut
[676] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Attack\Wait
[635] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\HitRecent
[677] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Idle
[678] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Idle\Reactions\AimedAt
[679] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Idle\Reactions\DodgeFire
[680] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Idle\Reactions\Down
[681] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Defensive\Idle\Reactions\Down\PeekUp
[587] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\IdleInCover
[586] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Reload\Reload
[581] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\AimedAtHide
[582] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\AimedAtHide\PostAimedAt\ToBlindFire
[583] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\AimedAtHide\PostAimedAt\toIdle
[584] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\BlindFire\BlindFire
[585] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\BlindFire\WaitAfterBlindFire
[570] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\IdleInCover
[580] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\Idle\IdleHide
[579] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\Idle\IdlePoppedOut
[575] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\InitialAction\ToPopout
[576] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\InitialAction\toIdle
[577] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\PopoutActions\Fire
[578] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\PopoutActions\PopOut
[573] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\Reactions\FireBack
[571] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\Reactions\HitRecent
[572] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\Reactions\OpportunityAttack
[574] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Actions\Reactions\Reloading
[768] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Side\Left\Left
[770] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Side\None
[769] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Side\Right\Right
[775] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Util\Direction\RandomReset
[773] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Util\Direction\State\Over\Over
[774] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Util\Direction\State\Side\Side
[776] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Util\InactivityIdle\Busy
[777] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Util\InactivityIdle\Idle
[778] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Util\InactivityIdle\Idle\Dialogue\Taunt
[779] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Util\InactivityIdle\Idle\Dialogue\Wait
[771] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Util\PopoutType\BlindFire
[772] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\Util\PopoutType\Normal
[568] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\MoveToCover\EnterFromDistance
[567] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\MoveToCover\Error
[566] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\MoveToCover\MoveDirectly
[562] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\MoveToCover\PathSprint
[563] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\MoveToCover\PathStrafe
[564] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\MoveToCover\PathStrafe\Aiming\Aiming
[565] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\MoveToCover\PathStrafe\Aiming\NotAiming
[792] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\Queries\TargetFlankedCover
[559] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\StandAndShoot
[561] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\StandAndShoot\MoveToBetterPosition\Move
[560] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\StandAndShoot\MoveToBetterPosition\Wait
[510] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\WantsCover\Aggressive\NoCover
[511] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\WantsCover\Aggressive\WantsCover_KEY
[512] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\WantsCover\Balanced\NoCover
[513] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\WantsCover\Balanced\WantsCover_KEY
[509] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\WantsCover\NoCover
[515] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\WantsCover\Util\InvalidateCover
[514] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\WantsCover\WantsCover_KEY
[504] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\TakeHostage\GrabHostage
[416] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\TakeHostage\HostageMode\Attack
[456] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\TakeHostage\HostageMode\Attack\GetInFormation\GetInFormation
[455] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\TakeHostage\HostageMode\Attack\GetInFormation\GetToPositionToDefend
[457] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\TakeHostage\HostageMode\Attack\GetInFormation\Idle
[452] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\TakeHostage\HostageMode\Attack\RangedAttack\Dummy
[417] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\TakeHostage\HostageMode\Attack\RangedAttack\StandUp
[444] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\TakeHostage\HostageMode\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic
[445] \Global\Bouncer\Behaviour\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\TakeHostage\HostageMode\Attack\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic
