[6195] \Global\Thug\MasterSpawn
[8131] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\MeleeAttackRequest\Attack\Attacks\MeleeAttack\Dummy
[8125] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\MeleeAttackRequest\Attack\Attacks\MeleeAttack\MidRange\Dummy
[8123] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\MeleeAttackRequest\Attack\Attacks\MeleeAttack\MidRange\InRange\Attack
[8122] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\MeleeAttackRequest\Attack\Attacks\MeleeAttack\MidRange\InRange\Defending
[8124] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\MeleeAttackRequest\Attack\Attacks\MeleeAttack\MidRange\MoveIn
[8121] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\MeleeAttackRequest\Attack\Attacks\MeleeAttack\MidRange\TargetNotAttackable
[8109] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\RunningAttack\Dummy
[8103] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\RunningAttack\MoveIn
[8105] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\RunningAttack\MoveIn\Attack\Attack
[8106] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\RunningAttack\MoveIn\Attack\Dummy
[8104] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\RunningAttack\MoveIn\Attack\ThrowWeapon
[8108] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\RunningAttack\MoveIn\Dummy
[8107] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\RunningAttack\MoveIn\Exit
[8090] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\TagTeamAttack\TagTeamAttacker
[8096] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\TagTeamAttack\TagTeamAttacker\AttackInterruptedByHit
[8094] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\TagTeamAttack\TagTeamAttacker\Behavior\Attack
[8091] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\TagTeamAttack\TagTeamAttacker\Behavior\Exit
[8092] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\TagTeamAttack\TagTeamAttacker\Behavior\PathTowards\Jog
[8093] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\TagTeamAttack\TagTeamAttacker\Behavior\PathTowards\Strafe
[8095] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\AttackLogic\TagTeamAttack\TagTeamAttacker\Behavior\WaitTillFacing
[8043] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\CombatRegion\OutsideCombatRegion
[8142] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\GetInFormation\Default
[8145] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\GetInFormation\Default\ChangeFormation
[8144] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\GetInFormation\Default\LocoState\Jog
[8143] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\GetInFormation\Default\LocoState\Strafe
[8135] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\GetInFormation\NextToAttack\Idle
[8134] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\GetInFormation\NextToAttack\Move
[8141] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\GetInFormation\StepAside
[8136] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\GetInFormation\Unreachable
[8137] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\GetInFormation\Unreachable\GetCloser\FindPosition
[8138] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\GetInFormation\Unreachable\GetCloser\PathfindEnded
[8139] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\GetInFormation\Unreachable\GetCloser\PathfindEnded\Taunt
[8140] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\GetInFormation\Unreachable\GetCloser\PathfindEnded\Taunt\Speech
[8027] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\GunFiredNearMe
[8028] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\GunPointedNearMe
[8029] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\PostComboGrab
[8030] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted
[8031] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted\Retaliate
[8041] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted\Retaliate\Attacks\MeleeAttack\Default\Dummy
[8039] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted\Retaliate\Attacks\MeleeAttack\Default\InRange\Attack
[8038] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted\Retaliate\Attacks\MeleeAttack\Default\InRange\Defending
[8040] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted\Retaliate\Attacks\MeleeAttack\Default\MoveIn
[8037] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted\Retaliate\Attacks\MeleeAttack\Default\TargetNotAttackable
[8042] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted\Retaliate\Attacks\MeleeAttack\Dummy
[8036] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted\Retaliate\Attacks\MeleeAttack\MidRange\Dummy
[8034] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted\Retaliate\Attacks\MeleeAttack\MidRange\InRange\Attack
[8033] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted\Retaliate\Attacks\MeleeAttack\MidRange\InRange\Defending
[8035] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted\Retaliate\Attacks\MeleeAttack\MidRange\MoveIn
[8032] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\MeleeReactions\Taunted\Retaliate\Attacks\MeleeAttack\MidRange\TargetNotAttackable
[8146] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\TauntMelee\0x23866161
[8148] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\TauntMelee\0x23866161\Speech\BladedWeapon
[8147] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\TauntMelee\0x23866161\Speech\Generic
[8149] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\TauntMelee\0x23866161\Speech\Gun
[8154] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\TauntMelee\TauntAI
[8150] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\TauntMelee\TauntPlayer
[8152] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\TauntMelee\TauntPlayer\Speech\BladedWeapon
[8151] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\TauntMelee\TauntPlayer\Speech\Generic
[8153] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\TauntMelee\TauntPlayer\Speech\Gun
[8155] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\Wait\Idle
[8158] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\Wait\Idle\ChangeFormation
[8156] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\Wait\Idle\Stance\CombatStance
[8157] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\MeleeBehaviour\Wait\Idle\Stance\Idle
[7686] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns
[8023] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\AggressionProgression\GetAggressive
[8020] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\AggressionProgression\NeverSeen
[8022] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\AggressionProgression\ReleaseCombatRegion
[8021] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\AggressionProgression\SeenTimer
[8018] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Conditions\NoFire
[8019] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Conditions\UninterruptibleTarget
[7979] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire
[8015] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\Dummy
[7980] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp
[8007] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic
[8008] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[8010] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[8011] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[8009] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
[8004] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun
[8005] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun
[8006] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun\WaitAfterFiringCombatShotgun
[7998] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher
[7999] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher
[8000] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher\WaitAfterFiringGrenadeLauncher
[8012] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol
[8013] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol\RangedAttackPistol
[8014] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol\RangedAttackPistol\WaitAfterFiringPistol
[8001] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun
[8002] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun
[8003] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
[7990] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic
[7991] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[7993] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[7994] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[7992] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
[7987] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun
[7988] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun
[7989] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun\WaitAfterFiringCombatShotgun
[7981] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher
[7982] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher
[7983] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher\WaitAfterFiringGrenadeLauncher
[7995] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol
[7996] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol\RangedAttackPistol
[7997] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol\RangedAttackPistol\WaitAfterFiringPistol
[7984] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun
[7985] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun\RangedAttackShotgun
[7986] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
[8017] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\Util\AttackRightsSpawn\AlwaysMiss
[8016] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Fire\RangedAttack\Util\AttackRightsSpawn\AttackRightsAcquired
[7978] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\NoFire
[7974] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Reload
[7975] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\Reload\Reload\Reload
[7977] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\TargetUninterruptible\PostNoFireDelay
[7976] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Firing\TargetUninterruptible\TargetUninterruptible
[7688] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\LineOfSight\HasLOS\LineOfSightToFocus_KEY
[7687] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\LineOfSight\HasLOS\ReactionTime
[7689] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\LineOfSight\NoLineOfSight
[7732] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Main\CoverInvalidated
[7734] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Main\CoverInvalidated\Actions\IdleFindCover
[7733] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Main\CoverInvalidated\Actions\Move
[7728] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Main\FindQuickCover
[7735] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Main\GetLineOfSight
[7736] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Main\GetLineOfSight\MoveToPosition\MoveToBetterCombatPosition
[7737] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Main\GetLineOfSight\MoveToPosition\MoveToBetterCombatPosition\Speed\Sprint
[7738] \Global\Thug\MasterSpawn\Actions\Objectives\BeAllyBehaviour\Behaviour\Combat\Behaviour\RangedBehaviour\RangedSpawns\Main\GetLineOfSight\MoveToPosition\MoveToBetterCombatPosition\Speed\Strafe
